term,replacement
M6 acute myeloblastic leukemia,M6 acute myelocytic leukemia
M6 acute myeloblastic leukaemia,M6 acute myelocytic leukemia
M6 acute myelocytic leukaemia,M6 acute myelocytic leukemia
M6 acute myeloid leukemia,M6 acute myelocytic leukemia
M6 acute myeloid leukaemia,M6 acute myelocytic leukemia
M6 acute myelogenous leukemia,M6 acute myelocytic leukemia
M6 acute myelogenous leukaemia,M6 acute myelocytic leukemia
M7 acute myelocytic leukemia,M7 acute myelocytic leukemia
Megakaryoblastic leukemia,M7 acute myelocytic leukemia
Megakaryoblastic leukaemia,M7 acute myelocytic leukemia
M7 acute myelocytic leukaemia,M7 acute myelocytic leukemia
M7 acute myeloid leukemia,M7 acute myelocytic leukemia
M7 acute myeloid leukaemia,M7 acute myelocytic leukemia
M7 acute myelogenous leukemia,M7 acute myelocytic leukemia
M7 acute myelogenous leukaemia,M7 acute myelocytic leukemia
M7 acute myeloblastic leukaemia,M7 acute myelocytic leukemia
M7 acute myeloblastic leukemia,M7 acute myelocytic leukemia
Chronic myelogenous leukemia,Chronic myelogenous leukemia
Chronic granulocytic leukemia,Chronic myelogenous leukemia
Chronic myeloid leukemia,Chronic myelogenous leukemia
Myeloid leukemia,Chronic myelogenous leukemia
Myeloid leukaemia,Chronic myelogenous leukemia
Chronic myeloid leukaemia,Chronic myelogenous leukemia
Chronic granulocytic leukaemia,Chronic myelogenous leukemia
Chronic myelogenous leukaemia,Chronic myelogenous leukemia
Chronic myelocytic leukaemia,Chronic myelogenous leukemia
Chronic myelocytic leukemia,Chronic myelogenous leukemia
Myelomonoblastic leukemia,Myelomonoblastic leukemia
Myelomonocytic leukemia,Myelomonocytic leukemia
Nonlymphocytic leukemia,Nonlymphocytic leukemia
P388-Leukemia,P388-Leukemia
«P388»-Leukemia,P388-Leukemia
Plasmocytic leukemia,Plasmocytic leukemia
Plasmocytic leukaemia,Plasmocytic leukemia
Prolymphocytic leukemia,Prolymphocytic leukemia
Rauscher leukemia,Rauscher leukemia
RBA-Le-Leukemia,RBA-Le-Leukemia
«RBA-Le»-Leukemia,RBA-Le-Leukemia
Rich leukemia,Rich leukemia
Scripps leukemia,Scripps leukemia
T2-Leukemia,T2-Leukemia
«T2»-Leukemia,T2-Leukemia
Leukergy,Leukergy
Leuciglumer,Leuciglumer
Leucine,Leucine
Leucine 2 3-aminomutase,Leucine 2 3-aminomutase
EC 5−4−3−7,Leucine 2 3-aminomutase
EC 5.4.3.7,Leucine 2 3-aminomutase
Leucine copolymer,Leucine copolymer
Leucine dehydrogenase,Leucine dehydrogenase
EC 1−4−1−9,Leucine dehydrogenase
EC 1.4.1.9,Leucine dehydrogenase
Leucine N-acetyltransferase,Leucine N-acetyltransferase
EC 2−3−1−66,Leucine N-acetyltransferase
EC 2.3.1.66,Leucine N-acetyltransferase
Leucine polymer,Leucine polymer
Leucine-tRNA ligase,Leucine-tRNA ligase
EC 6−1−1−4,Leucine-tRNA ligase
Leucyl-tRNA synthetase,Leucine-tRNA ligase
EC 6.1.1.4,Leucine-tRNA ligase
Leucine transaminase,Leucine transaminase
EC 2−6−1−6,Leucine transaminase
Leucine aminotransferase,Leucine transaminase
EC 2.6.1.6,Leucine transaminase
Leucinocaine,Leucinocaine
Leucinodes orbonalis,Leucinodes orbonalis
Leucinosis,Leucinosis
Leuciscus cephalus,Leuciscus cephalus
Leuciscus leuciscus,Leuciscus leuciscus
Leucoaraïosis,Leucoaraïosis
Leukoblast,Leukoblast
Leucocianidol,Leucocianidol
Leucocidine,Leucocidine
Leukocoria,Leukocoria
Leukocyte,Leukocyte
Leukocyte disease,Leukocyte disease
Leukocytosis,Leukocytosis
Leucocytozoon,Leucocytozoon
Leucocytozoon berestneffi,Leucocytozoon berestneffi
Leucocytozoon caprimulgi,Leucocytozoon caprimulgi
Leucocytozoon dubreuili,Leucocytozoon dubreuili
Leucocytozoon fringillinarum,Leucocytozoon fringillinarum
Leucocytozoon grusi,Leucocytozoon grusi
Leucocytozoon laverani,Leucocytozoon laverani
Leucocytozoon maccluri,Leucocytozoon maccluri
Leucocytozoon majoris,Leucocytozoon majoris
Leucocytozoon neavei,Leucocytozoon neavei
Leucocytozoon sakharoffi,Leucocytozoon sakharoffi
Leucocytozoon schontedeni,Leucocytozoon schontedeni
Leucocytozoon simondi,Leucocytozoon simondi
Leucocytozoon smithi,Leucocytozoon smithi
Leucocytozoon tawaki,Leucocytozoon tawaki
Leucocytozoon ziemanni,Leucocytozoon ziemanni
Leucocytozoon zuccarelli,Leucocytozoon zuccarelli
Leucocytozoonose,Leucocytozoonose
Leukoderma,Leukoderma
Leukodystrophy,Leukodystrophy
Krabbe disease,Krabbe disease
Alexander disease,Alexander disease
Metachromatic leukodystrophy,Metachromatic leukodystrophy
Orthochromatic leukodystrophy,Orthochromatic leukodystrophy
Pelizaeus-Merzbacher disease,Pelizaeus-Merzbacher disease
Sudanophilic leukodystrophy,Sudanophilic leukodystrophy
Leukoencephalitis,Leukoencephalitis
Hurst disease,Hurst disease
Sclerosing leukoencephalitis,Sclerosing leukoencephalitis
Van Bogaert subacute sclerosing leukoencephalitis,Van Bogaert subacute sclerosing leukoencephalitis
Leukoencephalomalacia,Leukoencephalomalacia
Leucoencephalopathy,Leucoencephalopathy
Progressive multifocal leukoencephalopathy,Progressive multifocal leukoencephalopathy
Astroem progressive multifocal leukoencephalopathy,Astroem progressive multifocal leukoencephalopathy
Telencephalic leukoencephalopathy,Telencephalic leukoencephalopathy
Leukokeratosis,Leukokeratosis
Leukokinin,Leukokinin
Leucolysin,Leucolysin
EC 3−4−24−6,Leucolysin
Leucostoma neutral proteinase,Leucolysin
Leucostoma peptidase A,Leucolysin
EC 3.4.24.6,Leucolysin
Periventricular leukomalacia,Periventricular leukomalacia
Leucoma,Leucoma
Leuconostoc,Leuconostoc
Leuconostoc brevis,Leuconostoc brevis
Leuconostoc cremoris,Leuconostoc cremoris
Leuconostoc citrovorum,Leuconostoc cremoris
Leuconostoc dextranicum,Leuconostoc dextranicum
Betacoccus bovis,Leuconostoc dextranicum
Betacoccus cremoris,Leuconostoc dextranicum
Lactococcus dextranicus,Leuconostoc dextranicum
Streptococcus kefir,Leuconostoc dextranicum
Streptococcus paracitrovorus,Leuconostoc dextranicum
Leuconostoc lactis,Leuconostoc lactis
Streptococcus kefir Abd el Malek et Gibson,Leuconostoc lactis
Leuconostoc mesenteroides,Leuconostoc mesenteroides
Leukonychia,Leukonychia
Leukoedema,Leukoedema
Leukopenia,Leukopenia
Leucophaea maderae,Leucophaea maderae
Leukapheresis,Leukapheresis
Leukoplasia,Leukoplasia
Hairy leukoplakia,Hairy leukoplakia
Leucoplast,Leucoplast
Leukopoiesis,Leukopoiesis
Leukopoietin,Leukopoietin
Leucoptera scitella,Leucoptera scitella
Lyonetiidae,Lyonetiidae
Leukorrhea,Leukorrhea
Leucosporidium,Leucosporidium
Leucosporidium gelidum,Leucosporidium gelidum
Candida gelida,Leucosporidium gelidum
Leucosporidium nivalis,Leucosporidium nivalis
Candida nivalis,Leucosporidium nivalis
Leucosporidium scottii,Leucosporidium scottii
Candida scottii,Leucosporidium scottii
Leucostoma cincta,Leucostoma cincta
Leucostoma persoonii,Leucostoma persoonii
Leucothrix,Leucothrix
Leucotrichaceae,Leucotrichaceae
Leukotriene,Leukotriene
Leukotriene B4,Leukotriene B4
Leukotriene C4,Leukotriene C4
Leukotriene D4,Leukotriene D4
Leukotriene E4,Leukotriene E4
Leuctra fusca,Leuctra fusca
Leuctridae,Leuctridae
Leuctra geniculata,Leuctra geniculata
Leuctra hippopus,Leuctra hippopus
Leuctra inermis,Leuctra inermis
Leuctra moselyi,Leuctra moselyi
Leuctra nigra,Leuctra nigra
Leucyl aminopeptidase,Leucyl aminopeptidase
EC 3−4−11−1,Leucyl aminopeptidase
Leucine aminopeptidase,Leucyl aminopeptidase
Leucyl peptidase,Leucyl aminopeptidase
Cytosol aminopeptidase,Leucyl aminopeptidase
Aminopeptidase (cytosol),Leucyl aminopeptidase
EC 3.4.11.1,Leucyl aminopeptidase
Leucyl endopeptidase,Leucyl endopeptidase
EC 3−4−21−57,Leucyl endopeptidase
Plant Leu-proteinase,Leucyl endopeptidase
Leucine-specific serine proteinase,Leucyl endopeptidase
EC 3.4.21.57,Leucyl endopeptidase
Leucyltransferase,Leucyltransferase
EC 2−3−2−6,Leucyltransferase
EC 2.3.2.6,Leucyltransferase
Leukocyte elastase,Leukocyte elastase
EC 3−4−21−37,Leukocyte elastase
Lysosomal elastase,Leukocyte elastase
Neutrophil elastase,Leukocyte elastase
EC 3.4.21.37,Leukocyte elastase
Leukotriene-A4 hydrolase,Leukotriene-A4 hydrolase
EC 3−3−2−6,Leukotriene-A4 hydrolase
EC 3.3.2.6,Leukotriene-A4 hydrolase
Leukotriene-B4 20-monooxygenase,Leukotriene-B4 20-monooxygenase
EC 1−14−13−30,Leukotriene-B4 20-monooxygenase
Leukotriene-B4 20-hydroxylase,Leukotriene-B4 20-monooxygenase
Leukotriene-B4 ω-hydroxylase,Leukotriene-B4 20-monooxygenase
EC 1.14.13.30,Leukotriene-B4 20-monooxygenase
Leukotriene-C4 synthase,Leukotriene-C4 synthase
EC 2−5−1−37,Leukotriene-C4 synthase
EC 2.5.1.37,Leukotriene-C4 synthase
Leukotriene-E4 20-monooxygenase,Leukotriene-E4 20-monooxygenase
EC 1−14−13−34,Leukotriene-E4 20-monooxygenase
Leukotriene-E4 ω-hydroxylase,Leukotriene-E4 20-monooxygenase
EC 1.14.13.34,Leukotriene-E4 20-monooxygenase
Leuprorelin,Leuprorelin
Leucoprolide,Leuprorelin
Lure,Lure
Leurubicin,Leurubicin
Levacetylmethadol,Levacetylmethadol
Hoisting,Hoisting
Fermentation starter,Fermentation starter
Levallorphan,Levallorphan
Levamfetamine,Levamfetamine
Levamisole,Levamisole
Levanase,Levanase
EC 3−2−1−65,Levanase
EC 3.2.1.65,Levanase
Levansucrase,Levansucrase
EC 2−4−1−10,Levansucrase
Sucrose 6-fructosyltransferase,Levansucrase
EC 2.4.1.10,Levansucrase
Levcromakalim,Levcromakalim
Levcycloserine,Levcycloserine
Levdobutamine,Levdobutamine
Survey(topography),Survey(topography)
Bathymetric survey,Bathymetric survey
Coastal survey,Coastal survey
Sea survey,Sea survey
Goniometrical survey,Goniometrical survey
Gravity survey,Gravity survey
Hydrographic survey,Hydrographic survey
Inertial survey,Inertial survey
Magnetic survey,Magnetic survey
Triangulation survey,Triangulation survey
Photogrammetric survey,Photogrammetric survey
Planimetric survey,Planimetric survey
Tacheometric survey,Tacheometric survey
Topographic survey,Topographic survey
Dormancy breaking,Dormancy breaking
Plant emergence,Plant emergence
Leveillula,Leveillula
Leveillula taurica,Leveillula taurica
Level of Expressed Emotion Scale,Level of Expressed Emotion Scale
Level of Functioning Scale,Level of Functioning Scale
Levemopamil,Levemopamil
Sunrise,Sunrise
Levetiracetam,Levetiracetam
Lever,Lever
Control lever,Control lever
Levinea,Levinea
Levinea amalonatica,Levinea amalonatica
Levinea malonatica,Levinea malonatica
Levisoprenaline,Levisoprenaline
Levitation,Levitation
Magnetic levitation,Magnetic levitation
Optical levitation,Optical levitation
Leviviridae,Leviviridae
Levlofexidine,Levlofexidine
Levmetamfetamine,Levmetamfetamine
Levobetaxolol,Levobetaxolol
Levobunolol,Levobunolol
Levobupivacaine,Levobupivacaine
Levocabastine,Levocabastine
Levocarbastine,Levocabastine
Levocardia,Levocardia
Levocarnitine,Levocarnitine
Levocetirizine,Levocetirizine
Levodopa,Levodopa
Levodropropizine,Levodropropizine
Levofacetoperane,Levofacetoperane
Levofenfluramine,Levofenfluramine
Levofloxacin,Levofloxacin
Calcium levofolinate,Calcium levofolinate
Levofuraltadone,Levofuraltadone
Levomenol,Levomenol
Levomenthol,Levomenthol
Levomepromazine,Levomepromazine
Methotrimeprazine,Levomepromazine
Levomethadone,Levomethadone
Levomethorphan,Levomethorphan
Levometiomeprazine,Levometiomeprazine
Levomoprolol,Levomoprolol
Levomoramide,Levomoramide
Levonantradol,Levonantradol
Levonorgestrel,Levonorgestrel
Levophenacylmorphan,Levophenacylmorphan
Levopropicillin,Levopropicillin
Levopropoxyphene,Levopropoxyphene
Levopropylhexedrine,Levopropylhexedrine
Levoprotiline,Levoprotiline
Levorin,Levorin
Levormeloxifene,Levormeloxifene
Levorphanol,Levorphanol
Levosalbutamol,Levosalbutamol
Levosemotiadil,Levosemotiadil
Levosimendan,Levosimendan
Levosulpiride,Levosulpiride
Levothyroxine sodium,Levothyroxine sodium
Levoxadrol,Levoxadrol
Lip,Lip
Lower lip,Lower lip
Upper lip,Upper lip
Yeast,Yeast
Food yeast,Food yeast
Baker yeast,Baker yeast
Brewer yeast,Brewer yeast
Baking powder,Baking powder
Sake yeast,Sake yeast
Wine yeast,Wine yeast
Lexacalcitol,Lexacalcitol
Lexicography,Lexicography
Lexipafant,Lexipafant
Lexicon,Lexicon
Lexithromycin,Lexithromycin
Lexofenac,Lexofenac
Leymus arenarius,Leymus arenarius
Elymus arenarius,Leymus arenarius
Luteinizing hormone,Luteinizing hormone
LH,Luteinizing hormone
Lhermitte-Duclos disease,Lhermitte-Duclos disease
Lhermitte Duclos disease,Lhermitte-Duclos disease
Lherzolite,Lherzolite
Li-Fraumeni syndrome,Li-Fraumeni syndrome
Li Fraumeni syndrome,Li-Fraumeni syndrome
Binding,Binding
Aminoacid monosaccharide bond,Aminoacid monosaccharide bond
Bidirectional link,Bidirectional link
Carbon carbon bond,Carbon carbon bond
Carbon metal bond,Carbon metal bond
Carbon non metal bond,Carbon non metal bond
Chemical bond,Chemical bond
Chemisorption bond,Chemisorption bond
Coordination bond,Coordination bond
Covalent bond,Covalent bond
Dangling bond,Dangling bond
Disulfide bond,Disulfide bond
Double bond,Double bond
Experimental link,Experimental link
Superconducting weak link,Superconducting weak link
Genetic linkage,Genetic linkage
Prismatic joint,Prismatic joint
Glucosidic bond,Glucosidic bond
Hydrogen bond,Hydrogen bond
Intramolecular hydrogen bond,Intramolecular hydrogen bond
Hypervalent bond,Hypervalent bond
Ionic bond,Ionic bond
Mechanical bond,Mechanical bond
Metal metal bond,Metal metal bond
Metal non metal bond,Metal non metal bond
Metallic bond,Metallic bond
Multiple bond,Multiple bond
N-Glucosidic bond,N-Glucosidic bond
«N-»Glucosidic bond,N-Glucosidic bond
O-Glucosidic bond,O-Glucosidic bond
«O-»Glucosidic bond,O-Glucosidic bond
Peptide bond,Peptide bond
Revolute joint,Revolute joint
Polar bond,Polar bond
Fastening,Fastening
Quadruple bond,Quadruple bond
Ball joint,Ball joint
Sigma bond,Sigma bond
Single bond,Single bond
Structural connexion,Structural connexion
Triple bond,Triple bond
Town airport transportation service,Town airport transportation service
Liana,Liana
Binders,Binders
Cold setting binder,Cold setting binder
Ceramic binder,Ceramic binder
Chemical binder,Chemical binder
Hydraulic binder,Hydraulic binder
Bituminous binder,Bituminous binder
Inorganic binder,Inorganic binder
Non hydraulic binder,Non hydraulic binder
Organic binder,Organic binder
Binder (paint),Binder (paint)
Sand binder,Sand binder
Specific binder,Specific binder
Hot setting binder,Hot setting binder
Liarozole,Liarozole
Liatermin,Liatermin
Lebanon,Lebanon
Libecillide,Libecillide
Libellulidae,Libellulidae
Libenzapril,Libenzapril
Liberalisation,Liberalisation
Liberalism,Liberalism
Release,Release
Liberia,Liberia
Libertarian Mental Health Ideology Scale,Libertarian Mental Health Ideology Scale
Freedom,Freedom
Freedom of expression,Freedom of expression
Libido,Libido
Libinia emarginata,Libinia emarginata
Bookseller,Bookseller
Bookshop,Bookshop
Libration,Libration
Mean free path,Mean free path
Self service,Self service
Libron,Libron
Libya,Libya
Libytheidae,Libytheidae
Licarbazepine,Licarbazepine
License,License
Licence,License
Dismissals,Dismissals
Lichen amyloidis,Lichen amyloidis
Lichen aureus,Lichen aureus
Lichen bullous,Lichen bullous
Lichen erosive,Lichen erosive
Lichen nitidus,Lichen nitidus
Lichen planus,Lichen planus
Bullous lichen planus,Bullous lichen planus
Lichen planus actinicus,Lichen planus actinicus
Lichen sclerosus et atrophicus,Lichen sclerosus et atrophicus
Lichen spinulosus Lassueur Graham Little,Lichen spinulosus Lassueur Graham Little
Lichen striatus,Lichen striatus
Lichenification,Lichenification
Licheninase,Licheninase
EC 3−2−1−73,Licheninase
Lichenase,Licheninase
EC 3.2.1.73,Licheninase
Lichomolgidae,Lichomolgidae
Licodione 2′-O-methyltransferase,Licodione 2′-O-methyltransferase
EC 2−1−1−65,Licodione 2′-O-methyltransferase
EC 2.1.1.65,Licodione 2′-O-methyltransferase
Licostinel,Licostinel
Lidamidine,Lidamidine
Lidanserin,Lidanserin
Lidimycin,Lidimycin
Lidocaine,Lidocaine
Lignocaine,Lidocaine
Lidofenin,Lidofenin
Lidoflazine,Lidoflazine
Lie Scale for Children,Lie Scale for Children
Liechtenstein,Liechtenstein
Cork,Cork
Expanded cork,Expanded cork
Link,Link
Hyperlink,Hyperlink
Pair bonding,Pair bonding
Mate fidelity,Pair bonding
Dumping site,Dumping site
Birth place,Birth place
Pollack,Pollack
Root locus,Root locus
Work place,Work place
Hare,Hare
Lifarizine,Lifarizine
Life Activities Inventory Krauss Depue,Life Activities Inventory Krauss Depue
Life Attitude Profile,Life Attitude Profile
Life Change Unit Holmes,Life Change Unit Holmes
Life Changes Checklist,Life Changes Checklist
Life Conditions Stress Measure,Life Conditions Stress Measure
Life Event Inventory Tennant Andrews,Life Event Inventory Tennant Andrews
Life Event Measure Newcomb,Life Event Measure Newcomb
Life Event Questionnaire Hill Kemp-Wheeler,Life Event Questionnaire Hill Kemp-Wheeler
Life Event Schedule Paykel,Life Event Schedule Paykel
Life Event Survey Holmes Rahe,Life Event Survey Holmes Rahe
Life Events and Difficulties Schedule Brown Harris,Life Events and Difficulties Schedule Brown Harris
Life Events Checklist,Life Events Checklist
Life Events Inventory Cochrane Robertson,Life Events Inventory Cochrane Robertson
Life Events of Children Coddington,Life Events of Children Coddington
Life Events Stress Scale,Life Events Stress Scale
Life Experience Scale,Life Experience Scale
Life Experience Survey Sarason et Al,Life Experience Survey Sarason et Al
Life Motivation Scale,Life Motivation Scale
Life Orientation Test Sheier Carver,Life Orientation Test Sheier Carver
Life Satisfaction Index Neugarten,Life Satisfaction Index Neugarten
Life Satisfaction Survey,Life Satisfaction Survey
Life Schedule of Recent Events Holmes-Rahe,Life Schedule of Recent Events Holmes-Rahe
Life Situation Questionnaire,Life Situation Questionnaire
Life Skills Inventory,Life Skills Inventory
Life Stress Questionnaire Lustman et al,Life Stress Questionnaire Lustman et al
Life Styles Inventory,Life Styles Inventory
Life Values Inventory,Life Values Inventory
Lifestyle Criminality Screening Form,Lifestyle Criminality Screening Form
Lifestyle Preference Questionnaire,Lifestyle Preference Questionnaire
Lifetime Drinking History Questionnaire Skinner Shen,Lifetime Drinking History Questionnaire Skinner Shen
Lifibrate,Lifibrate
Lifibrol,Lifibrol
Ligament,Ligament
Periodontal ligament,Periodontal ligament
Annular ligament,Annular ligament
Coronary ligament of the liver,Coronary ligament of the liver
Costoclavicular ligament,Costoclavicular ligament
Cruciate ligament,Cruciate ligament
Anterior cruciate ligament,Anterior cruciate ligament
Posterior cruciate ligament,Posterior cruciate ligament
Cruciforme ligament,Cruciforme ligament
Interspinous ligament,Interspinous ligament
Broad ligament,Broad ligament
Lateral ligament,Lateral ligament
Posterior longitudinal ligament,Posterior longitudinal ligament
